buyer_name_clean,ocid,level1,sic_code,sic_string,start_date,end_date,co2_pm
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174626,,29100,Manufacture of motor vehicles,2022-01-01,2023-12-31,0.7050666162962962
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174584,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.1372444062345679
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178759,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.01627230864197531
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177419,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.07510296296296295
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178847,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.07426848559670782
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178757,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.05777086806584362
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178733,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.05632722222222222
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-167492,,49410,Freight transport by road,2022-01-01,2026-12-31,149.5516638920548
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178844,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.058413415637860074
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174290,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.02294645861728395
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177406,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.044060404938271604
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-178586,,43290,Other construction installation,2022-01-01,2023-12-31,0.6155438844444444
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174321,,29100,Manufacture of motor vehicles,2022-01-01,2023-12-31,3.125875442074074
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174588,,86101,Hospital activities,2022-01-01,2023-12-31,1.5020592592592592
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178734,,65120,Non,2022-01-01,2023-12-31,0
OFFICE FOR PEOPLE WITH DISABILITIES,ocds-0c46vo-0517-175894,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.12099921810699588
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178816,,43290,Other construction installation,2022-01-01,2023-12-31,1.251716049382716
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174617,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,2.0994482541234567
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174877,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,1.060038267308642
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-178581,,18140,Binding and related services,2022-01-01,2023-12-31,0.5338318607407407
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177467,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2022-12-31,0.11280918956043956
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178823,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.09596489711934156
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177399,,32500,Manufacture of medical and dental instruments and supplies,2022-01-01,2023-12-31,0.220302024691358
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-182526,,72190,Other research and experimental development on natural sciences and engineering,2022-01-01,2022-12-31,14.915691208582416
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178745,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.06675818930041152
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178742,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.15018422951440327
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177416,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.07510296296296295
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174325,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.3387978106995884
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174294,,43290,Other construction installation,2022-01-01,2023-12-31,1.4081805555555555
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-167482,,77320,Renting and leasing of construction and civil engineering machinery and equipment,2022-01-01,2026-12-31,80.70043843873972
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174318,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.03995727972839506
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-175646,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.04761444404115226
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-176343,,72190,Other research and experimental development on natural sciences and engineering,2022-01-01,2023-12-31,0.2795499176954732
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177221,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.058413415637860074
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178841,,86101,Hospital activities,2022-01-01,2023-12-31,0.16725680195061726
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174886,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.1648084453580247
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-167484,,29100,Manufacture of motor vehicles,2022-01-01,2026-12-31,41.57694689706082
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177470,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2022-12-31,0.014038476923076923
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174285,,72190,Other research and experimental development on natural sciences and engineering,2022-01-01,2023-12-31,0.9273989244197531
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174519,,82990,Other business support service activities n.e.c.,2022-01-01,2023-12-31,2.0615049855185186
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174651,,86101,Hospital activities,2022-01-01,2023-12-31,0.2224399557037037
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174521,,69201,Accounting and auditing activities,2022-01-01,2023-12-31,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174887,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.31710223365432094
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177226,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.058413415637860074
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174609,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.31976588540740736
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177391,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.044060404938271604
OFFICE FOR PEOPLE WITH DISABILITIES,ocds-0c46vo-0517-176554,,88100,Social work activities without accommodation for the elderly and disabled,2022-01-01,2023-12-31,0.2503432098765432
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178982,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.834477366255144
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178774,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.03254461728395062
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177421,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.08788715621399176
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177393,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.04853320362139917
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177784,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.03337909465020576
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177407,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.044060404938271604
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177758,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.03429284736625514
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-176409,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.04071331622222222
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177528,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.14835922751440328
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178741,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.0834477366255144
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174888,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.08280101666666666
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178732,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.03602772581069959
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177526,,69201,Accounting and auditing activities,2022-01-01,2022-12-31,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174645,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.1251716049382716
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-167490,,29100,Manufacture of motor vehicles,2022-01-01,2026-12-31,174.06125016517925
OFFICE FOR PEOPLE WITH DISABILITIES,ocds-0c46vo-0517-175884,,32500,Manufacture of medical and dental instruments and supplies,2022-01-01,2023-12-31,0.9805109053497942
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174581,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.43155414234567896
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174897,,23610,Manufacture of concrete products for construction purposes,2022-01-01,2023-12-31,102.8441199074074
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177397,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.104309670781893
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178740,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.0955192862057613
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174291,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.045897924098765426
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177222,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.1502059259259259
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178826,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.09763385185185185
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177396,,72190,Other research and experimental development on natural sciences and engineering,2022-01-01,2023-12-31,0.1396915111111111
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178735,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.07633715498765431
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178852,,64191,Banks,2022-01-01,2023-12-31,0
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178845,,82990,Other business support service activities n.e.c.,2022-01-01,2023-12-31,0.12478607639506172
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177232,,88100,Social work activities without accommodation for the elderly and disabled,2022-01-01,2023-12-31,0.18018702874074072
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178778,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.028476540123456788
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178856,,63110,"Data processing, hosting and related activities",2022-01-01,2023-12-31,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177412,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.11324191651028806
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178601,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.0417238683127572
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177382,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.07209884444444443
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-178590,,43290,Other construction installation,2022-01-01,2023-12-31,0.3353764534979424
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174890,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.3502026128641975
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177384,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.0834477366255144
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-176872,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.10010807724279835
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177424,,52220,Service activities incidental to water transportation,2022-01-01,2023-12-31,0.3755148148148148
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178987,,72190,Other research and experimental development on natural sciences and engineering,2022-01-01,2023-12-31,0.3200938350123457
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177401,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.044060404938271604
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178599,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.0417238683127572
DEPT OF AVIATION,ocds-0c46vo-0517-183289,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2028-12-31,0.14923461190140844
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177439,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2022-12-31,0.13411759203296703
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177429,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.1462605169382716
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177224,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.058413415637860074
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177423,,69201,Accounting and auditing activities,2022-01-01,2023-12-31,0
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178819,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.10180623868312756
OFFICE FOR PEOPLE WITH DISABILITIES,ocds-0c46vo-0517-176553,,31090,Manufacture of other furniture,2022-01-01,2023-12-31,1.5855069958847736
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174548,,88100,Social work activities without accommodation for the elderly and disabled,2022-01-01,2023-12-31,1.3143018518518519
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177223,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.15545478855967076
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178760,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.053406551440329214
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178767,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.020340385802469135
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-176407,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.0550755061728395
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-176870,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.104309670781893
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177408,,25110,Manufacture of metal structures and parts of structures,2022-01-01,2023-12-31,0.9252685037037036
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174894,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.15145764197530862
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178736,,31090,Manufacture of other furniture,2022-01-01,2023-12-31,0.4937268785185185
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177230,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.058413415637860074
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-167491,,29100,Manufacture of motor vehicles,2022-01-01,2026-12-31,11.270679018082193
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177228,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.0417238683127572
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174657,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.13516780930864197
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177415,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.07510296296296295
