releasedate,startdate,enddate,buyer,buyer_matched_name,level1,ocid,contactname,title,description,value,currency
2019-04-02 15:47:07+00,,2019-02-11 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-096dba9e-4d92-4b85-bc78-239f09e08b4f,Nichola Luu,Contract for End User Hardware (Computer Monitors),This contract is awarded for the supply of computer monitors,0,GBP
2019-04-02 15:47:07+00,,2019-02-11 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-096dba9e-4d92-4b85-bc78-239f09e08b4f,Nichola Luu,Contract for End User Hardware (Computer Monitors),This contract is awarded for the supply of computer monitors,0,GBP
2019-04-02 16:37:01+00,,2019-03-18 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-143d8ddb-86b1-4e2e-8d6a-8564f70d97ba,Nichola Luu,Contract for Supply of Head Sets,This contract is awarded for the supply of telephone head sets,0,GBP
2019-04-02 16:37:01+00,,2019-03-18 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-143d8ddb-86b1-4e2e-8d6a-8564f70d97ba,Nichola Luu,Contract for Supply of Head Sets,This contract is awarded for the supply of telephone head sets,0,GBP
2019-04-02 16:37:01+00,,2019-03-18 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-143d8ddb-86b1-4e2e-8d6a-8564f70d97ba,Nichola Luu,Contract for Supply of Head Sets,This contract is awarded for the supply of telephone head sets,0,GBP
2019-04-02 16:37:01+00,,2019-03-18 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-143d8ddb-86b1-4e2e-8d6a-8564f70d97ba,Nichola Luu,Contract for Supply of Head Sets,This contract is awarded for the supply of telephone head sets,0,GBP
2019-04-02 16:37:01+00,,2019-03-18 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-143d8ddb-86b1-4e2e-8d6a-8564f70d97ba,Nichola Luu,Contract for Supply of Head Sets,This contract is awarded for the supply of telephone head sets,0,GBP
2019-04-02 16:37:01+00,,2019-03-18 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-143d8ddb-86b1-4e2e-8d6a-8564f70d97ba,Nichola Luu,Contract for Supply of Head Sets,This contract is awarded for the supply of telephone head sets,0,GBP
2019-04-02 16:37:01+00,,2019-03-18 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-143d8ddb-86b1-4e2e-8d6a-8564f70d97ba,Nichola Luu,Contract for Supply of Head Sets,This contract is awarded for the supply of telephone head sets,0,GBP
2019-04-02 16:37:01+00,,2019-03-18 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-143d8ddb-86b1-4e2e-8d6a-8564f70d97ba,Nichola Luu,Contract for Supply of Head Sets,This contract is awarded for the supply of telephone head sets,0,GBP
2019-04-02 16:37:01+00,,2019-03-18 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-143d8ddb-86b1-4e2e-8d6a-8564f70d97ba,Nichola Luu,Contract for Supply of Head Sets,This contract is awarded for the supply of telephone head sets,0,GBP
2019-04-02 16:37:01+00,,2019-03-18 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-143d8ddb-86b1-4e2e-8d6a-8564f70d97ba,Nichola Luu,Contract for Supply of Head Sets,This contract is awarded for the supply of telephone head sets,0,GBP
2019-04-02 11:27:14+00,,2018-11-30 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-64f35445-a844-4c14-88cd-19cdb87897b0,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Express - EMS STA,A Single Tender Action to support the Cabinet Office with Express Electoral Management Systems,0,GBP
2019-04-02 16:03:44+00,,2019-03-01 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-0802eecf-eb02-403a-9d84-51395268834b,Nichola Luu,Contract for Provision of Mobile Phones,This contract is awarded for the supply of mobile telephones,0,GBP
2019-04-02 16:03:44+00,,2019-03-01 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-0802eecf-eb02-403a-9d84-51395268834b,Nichola Luu,Contract for Provision of Mobile Phones,This contract is awarded for the supply of mobile telephones,0,GBP
2019-04-02 16:03:44+00,,2019-03-01 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-0802eecf-eb02-403a-9d84-51395268834b,Nichola Luu,Contract for Provision of Mobile Phones,This contract is awarded for the supply of mobile telephones,0,GBP
2019-04-02 16:03:44+00,,2019-03-01 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-0802eecf-eb02-403a-9d84-51395268834b,Nichola Luu,Contract for Provision of Mobile Phones,This contract is awarded for the supply of mobile telephones,0,GBP
2019-04-02 16:03:44+00,,2019-03-01 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-0802eecf-eb02-403a-9d84-51395268834b,Nichola Luu,Contract for Provision of Mobile Phones,This contract is awarded for the supply of mobile telephones,0,GBP
2019-04-02 16:03:44+00,,2019-03-01 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-0802eecf-eb02-403a-9d84-51395268834b,Nichola Luu,Contract for Provision of Mobile Phones,This contract is awarded for the supply of mobile telephones,0,GBP
2019-04-02 16:03:44+00,,2019-03-01 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-0802eecf-eb02-403a-9d84-51395268834b,Nichola Luu,Contract for Provision of Mobile Phones,This contract is awarded for the supply of mobile telephones,0,GBP
2019-04-02 16:03:44+00,,2019-03-01 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-0802eecf-eb02-403a-9d84-51395268834b,Nichola Luu,Contract for Provision of Mobile Phones,This contract is awarded for the supply of mobile telephones,0,GBP
2019-04-02 16:03:44+00,,2019-03-01 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-0802eecf-eb02-403a-9d84-51395268834b,Nichola Luu,Contract for Provision of Mobile Phones,This contract is awarded for the supply of mobile telephones,0,GBP
2019-04-02 16:03:44+00,,2019-03-01 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-0802eecf-eb02-403a-9d84-51395268834b,Nichola Luu,Contract for Provision of Mobile Phones,This contract is awarded for the supply of mobile telephones,0,GBP
2019-04-09 13:30:07+00,,2019-03-01 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-c8cdd77e-4b04-4a8b-bd3f-f69b94ed66ad,Cabinet Office,Multimedia Test delivery Website,Contract for the provision of Website development and support. Ran under Digital Outcomes and Specialists 3 Lot 1 Digital Outcomes Commercial Agreement.,0,GBP
2019-05-01 09:04:02+00,,2018-09-28 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-5b79efd2-ccde-4ef3-8ede-4f4276577aac,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,DATT - Google G-Suite subscription,"Provision of Google G-Suite, Google Cloud Platform, Cisco CloudLock, CloudManager and AODocs subscriptions and training.",0,GBP
2019-04-30 13:53:02+00,,2018-10-31 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-30598fc3-cd84-4161-96c8-7dad1b09803c,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Provision of Infected Blood Inquiry - Running a Telephone Support Line,This this an off process STA and it is retrospective,0,GBP
2019-06-25 09:48:59+00,,2019-02-19 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-e6b60b13-8ecb-46b7-a76f-7570dbee84c4,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Provision of Consultancy for SSRM Programmes - Wave 2,The requirement is to work with Cabinet Office and up to five Central Government Departments to implement the Government Commercial Function Strategic Supplier Relationship Management guidance approach with up to five strategic suppliers per Central Government Department.,1500000,GBP
2019-06-25 10:38:56+00,,2018-12-12 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-c8fc346a-b0bd-4a2d-b0ff-5ab68a723d3b,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Nigeria Modern Slavery Communications Requirement,A procurement to support the Cabinet Office with a Modern Slavery Communications Campaign.,0,GBP
2019-06-25 10:57:08+00,,2019-05-02 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-450c2d00-538b-4bcf-8671-73c71a3f14fc,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Quantitative polling Contract for Cabinet Office,LOA,0,GBP
2019-07-08 12:13:25+00,,2018-04-13 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-e21f4bf0-b36f-4045-ae4e-850378f1e59d,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Cabinet Office Consultancy Support for EU Exit,Strategic Programme Management,0,GBP
2019-07-08 12:33:07+00,,2018-04-13 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-b7da1943-a2e8-4363-8483-19d3630b8818,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Cabinet Office Consultancy Support for EU Exit,Strategic programme management,0,GBP
2019-07-16 10:05:48+00,,2019-06-25 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-c903f32d-5f9a-4002-aae3-84f349368c5a,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Online tests procurement,Please note that this advertisement if for information purposes only.,0,GBP
2019-08-01 12:04:45+00,,2018-06-08 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-60166fb8-5086-427f-939f-5d01cf70dc35,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,The Provision of OH and EAP for the Cabinet Office,"To support The CO,CCS, for their requirements for OH and EAP via Lot 1 of the framework RM3795",0,GBP
2019-07-30 11:11:12+00,,2019-02-28 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-c931ff9d-2721-4059-a603-f1fa5bac40fa,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,STA for NewsWhip Social Media Monitoring Tool,Media Tracking,0,GBP
2019-08-27 08:28:06+00,,2019-08-02 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-801af139-d591-4ea3-a253-f4b348c86844,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Provision of External Assessors for the Government Commercial Function Assessmen,Provision of External Assessors for the Government Commercial Function Assessment &amp; Development Centre,0,GBP
2019-08-27 08:51:58+00,,2019-08-02 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-a134b635-a581-4d5e-aed9-27c947fd1b9b,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Provision of External Assessors for the Government Commercial Function Assessmen,Provision of External Assessors for the Government Commercial Function Assessment &amp; Development Centre,0,GBP
2019-08-27 08:58:52+00,,2019-08-02 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-7b891c46-40ed-40db-bbba-69de20f780ee,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Provision of External Assessors for the Government Commercial Function Assessmen,Provision of External Assessors for the Government Commercial Function Assessment &amp; Development Centre.,0,GBP
2019-09-25 16:54:40+00,,2016-12-20 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-315a93cf-e22f-4b6f-8404-826ade9e7d6d,Emma Lawson,Contract for Customer Relationship Management,"This contract is to engage a specialist CRM provider to
develop and implement a solution to enable
improvements to the way CSHR manage customer
(candidate and vacancy holder) communications and
performance reporting.",0,GBP
2019-09-25 16:54:40+00,,2016-12-20 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-315a93cf-e22f-4b6f-8404-826ade9e7d6d,Emma Lawson,Contract for Customer Relationship Management,"This contract is to engage a specialist CRM provider to
develop and implement a solution to enable
improvements to the way CSHR manage customer
(candidate and vacancy holder) communications and
performance reporting.",0,GBP
2019-09-25 16:54:40+00,,2016-12-20 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-315a93cf-e22f-4b6f-8404-826ade9e7d6d,Emma Lawson,Contract for Customer Relationship Management,"This contract is to engage a specialist CRM provider to
develop and implement a solution to enable
improvements to the way CSHR manage customer
(candidate and vacancy holder) communications and
performance reporting.",0,GBP
2019-09-25 16:54:40+00,,2016-12-20 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-315a93cf-e22f-4b6f-8404-826ade9e7d6d,Emma Lawson,Contract for Customer Relationship Management,"This contract is to engage a specialist CRM provider to
develop and implement a solution to enable
improvements to the way CSHR manage customer
(candidate and vacancy holder) communications and
performance reporting.",0,GBP
